"rules","support","confidence","coverage","lift","count"
"{BERE CIUC GUST DE LAMAIE NATUR RADLER 500ML} => {STICLA BERE 500ML AMIGO}",0.000124440019910403,1,0.000124440019910403,430.5,12
"{BERE STELLA ARTOIS STICLA 500ML} => {STICLA BERE 500ML AMIGO}",0.000114070018251203,1,0.000114070018251203,430.5,11
"{BERE URSUS PREMIUM STICLA 500ML} => {STICLA BERE 500ML DISTRIB/PRO SOFT}",0.000145180023228804,0.736842105263158,0.000197030031524805,1127.85964912281,14
"{STICLA BERE 500ML DISTRIB/PRO SOFT} => {BERE URSUS PREMIUM STICLA 500ML}",0.000145180023228804,0.222222222222222,0.000653310104529617,1127.85964912281,14
"{CREMA GHETE MARO CUTIE CLEAN&GO WAX MATTES 40G} => {CREMA GHETE NEGRU CUTIE CLEAN&GO WAX MATTES 40G}",0.000103700016592003,0.714285714285714,0.000145180023228804,1252.36363636364,10
"{CREMA GHETE NEGRU CUTIE CLEAN&GO WAX MATTES 40G} => {CREMA GHETE MARO CUTIE CLEAN&GO WAX MATTES 40G}",0.000103700016592003,0.181818181818182,0.000570350091256015,1252.36363636364,10
"{NAVETA BERE 1/20 CSIKI REUTILIZABIL} => {BERE TILTOTT IGAZI SOR 6% 500ML}",0.000165920026547204,0.8,0.000207400033184005,136.782978723404,16
"{NAVETA BERE 1/20 CSIKI REUTILIZABIL} => {STICLA BERE 500ML CSIKI}",0.000176290028206405,0.85,0.000207400033184005,119.311790393013,17
"{BERE STELLA ARTOIS FARA ALCOOL 500ML STICLA} => {STICLA BERE 500ML AMIGO}",0.000124440019910403,0.857142857142857,0.000145180023228804,369,12
"{BERE CIUC 0% ALC.GUST DE LAMAIE NATUR RADLER STICLA 500ML} => {STICLA BERE 500ML AMIGO}",0.000186660029865605,0.9,0.000207400033184005,387.45,18
"{HARTIE TIGARETE CARTEL MENTHOL 200T} => {TIGARI DE FOI PAGASUS 6BUC}",0.000124440019910403,0.444444444444444,0.000279990044798407,252.109803921569,12
"{BERE GOLDEN BRAU PET 2.5L} => {CHESTERFIELD BLACK CROWN RCB 100}",0.000103700016592003,0.25,0.000414800066368011,12.4140061791967,10
"{BERE TUBORG DE LUXE GOLD STICLA 500ML} => {STICLA BERE 500ML AMIGO}",0.000176290028206405,0.944444444444444,0.000186660029865605,406.583333333333,17
"{BATON CIOCOLATA CU GUST DE ROM,CACAO,BANANE PAJKOS JANCSI 18G} => {BATON CIOCOLATA CU GUST DE CAPSUNI,FRISCA,COCOS PAJKOS JANCSI 18G}",0.000103700016592003,0.5,0.000207400033184005,2191.63636363636,10
"{BATON CIOCOLATA CU GUST DE CAPSUNI,FRISCA,COCOS PAJKOS JANCSI 18G} => {BATON CIOCOLATA CU GUST DE ROM,CACAO,BANANE PAJKOS JANCSI 18G}",0.000103700016592003,0.454545454545455,0.000228140036502406,2191.63636363636,10
"{BERE GOLDEN BRAU STICLA 500ML} => {STICLA BERE 500ML AMIGO}",0.000207400033184005,0.444444444444444,0.000466650074664012,191.333333333333,20
"{BERE DIN GRAU NEFILTRATA 5% PECSI DOZA 500ML } => {BERE NEFILTRATA PREMIUM PILS 4.7% PECSI DOZA 500ML }",0.000103700016592003,0.454545454545455,0.000228140036502406,1753.30909090909,10
"{BERE NEFILTRATA PREMIUM PILS 4.7% PECSI DOZA 500ML } => {BERE DIN GRAU NEFILTRATA 5% PECSI DOZA 500ML }",0.000103700016592003,0.4,0.000259250041480007,1753.30909090909,10
"{BERE BLONDA BIRRA MORETTI STICLA 500ML} => {STICLA BERE 500ML AMIGO}",0.000134810021569603,1,0.000134810021569603,430.5,13
"{EMULSIE OXIDANTA KALLOS OXI 12% 60ML} => {DECOLORANT RIVIT PROF}",0.000124440019910403,0.666666666666667,0.000186660029865605,3214.4,12
"{DECOLORANT RIVIT PROF} => {EMULSIE OXIDANTA KALLOS OXI 12% 60ML}",0.000124440019910403,0.6,0.000207400033184005,3214.4,12
"{PIURE DE FRUCTE CU MUSLI DE LA 6 LUNI KECSKEMETI 190G} => {PIURE DE MERE CU MERE,GEM DE CAISE SI BISCUITI KECSKEMETI 190G}",0.000114070018251203,0.55,0.000207400033184005,2039.90769230769,11
"{PIURE DE MERE CU MERE,GEM DE CAISE SI BISCUITI KECSKEMETI 190G} => {PIURE DE FRUCTE CU MUSLI DE LA 6 LUNI KECSKEMETI 190G}",0.000114070018251203,0.423076923076923,0.000269620043139207,2039.90769230769,11
"{BATON CEREALE CHOCAPIC 25G} => {BATON CEREALE CU GUST DE CIOCOLATA NESQUIK 25G}",0.000103700016592003,0.526315789473684,0.000197030031524805,922.794258373206,10
"{BATON CEREALE CU GUST DE CIOCOLATA NESQUIK 25G} => {BATON CEREALE CHOCAPIC 25G}",0.000103700016592003,0.181818181818182,0.000570350091256015,922.794258373206,10
"{BAUT.ALC.16% CU SUC DE VISINE FLORENTINO 200ML} => {BAUTURA SPIRTOASA 20% AROMA AFINE AMIGO 500ML PET}",0.000165920026547204,0.347826086956522,0.000477020076323212,234.556400121618,16
"{BAUTURA SPIRTOASA 20% AROMA AFINE AMIGO 500ML PET} => {BAUT.ALC.16% CU SUC DE VISINE FLORENTINO 200ML}",0.000165920026547204,0.111888111888112,0.00148291023726564,234.556400121618,16
"{BAUTURA RACORITOARE TROPICOOL BIBO BIBORTENI 2L} => {BAUTURA RACORITOARE SOC DE LAMAIE BIBO BIBORTENI 2L}",0.000114070018251203,0.523809523809524,0.000217770034843206,1942.76923076923,11
"{BAUTURA RACORITOARE SOC DE LAMAIE BIBO BIBORTENI 2L} => {BAUTURA RACORITOARE TROPICOOL BIBO BIBORTENI 2L}",0.000114070018251203,0.423076923076923,0.000269620043139207,1942.76923076923,11
"{BERE AMERICAN PALE ALE 4.5% ST.HORIZONT 330ML} => {BERE NEW ENGLAND IPA 6% ST.HORIZONT 330ML}",0.000103700016592003,0.588235294117647,0.000176290028206405,2100.91503267974,10
"{BERE NEW ENGLAND IPA 6% ST.HORIZONT 330ML} => {BERE AMERICAN PALE ALE 4.5% ST.HORIZONT 330ML}",0.000103700016592003,0.37037037037037,0.000279990044798407,2100.91503267974,10
"{BERE STAROPRAMEN STICLA 500ML} => {STICLA BERE 500ML AMIGO}",0.000186660029865605,0.947368421052632,0.000197030031524805,407.842105263158,18
"{BERE CU GUST DE VISINE 0%ALC.PECSI RADLER DOZA 500ML } => {BERE CU GUST DE SOC 0%ALC.PECSI RADLER DOZA 500ML }",0.000124440019910403,0.521739130434783,0.000238510038161606,2286.92490118577,12
"{BERE CU GUST DE SOC 0%ALC.PECSI RADLER DOZA 500ML } => {BERE CU GUST DE VISINE 0%ALC.PECSI RADLER DOZA 500ML }",0.000124440019910403,0.545454545454545,0.000228140036502406,2286.92490118577,12
"{BERE BUCEGI STICLA 500ML} => {STICLA BERE 500ML AMIGO}",0.000352580056412809,0.447368421052632,0.00078812012609922,192.592105263158,34
"{STICLA BERE 500ML AMIGO} => {BERE BUCEGI STICLA 500ML}",0.000352580056412809,0.151785714285714,0.00232288037166086,192.592105263158,34
"{CAP DE PORC} => {PICIOR PORC}",0.000124440019910403,0.333333333333333,0.00037332005973121,642.88,12
"{PICIOR PORC} => {CAP DE PORC}",0.000124440019910403,0.24,0.000518500082960013,642.88,12
"{PIURE DE CASTANE CU FRUCTE USCATE SARKPONT 200G} => {PIURE DE CASTANE SARKPONT 250G}",0.000103700016592003,0.37037037037037,0.000279990044798407,321.761761761762,10
"{BERE CIUC BLONDA 500ML STICLA} => {STICLA BERE 500ML AMIGO}",0.000217770034843206,0.567567567567568,0.00038369006139041,244.337837837838,21
"{BISCUITI EUGENIA VANILIE CU CR.ROM ROSTAR FOX 30G} => {BISCUITI EUGENIA CACAO CU CR.CACAO ROSTAR FOX 30G}",0.000124440019910403,0.4,0.000311100049776008,653.776271186441,12
"{BISCUITI EUGENIA CACAO CU CR.CACAO ROSTAR FOX 30G} => {BISCUITI EUGENIA VANILIE CU CR.ROM ROSTAR FOX 30G}",0.000124440019910403,0.203389830508475,0.000611830097892816,653.776271186441,12
"{BAUTURA SPIRTOASA 28% VODKA KRESKOVA 200ML} => {L&M RED KS 23 S}",0.000134810021569603,0.26530612244898,0.000508130081300813,136.812834224599,13
"{CERBONA BATON CEREALE FITT 20G} => {CERBONA BATON CEREALE CU CIOCOLATA 20G}",0.000103700016592003,0.434782608695652,0.000238510038161606,607.637051039698,10
"{CERBONA BATON CEREALE CU CIOCOLATA 20G} => {CERBONA BATON CEREALE FITT 20G}",0.000103700016592003,0.144927536231884,0.000715530114484818,607.637051039698,10
"{CREMA VEGETALA SOIA PENTRU FRISCA ALPRO 250ML} => {CREMA VEGETALA DIN OREZ PENTRU GATIT ALPRO 250ML}",0.000103700016592003,0.416666666666667,0.000248880039820806,892.888888888889,10
"{CREMA VEGETALA DIN OREZ PENTRU GATIT ALPRO 250ML} => {CREMA VEGETALA SOIA PENTRU FRISCA ALPRO 250ML}",0.000103700016592003,0.222222222222222,0.000466650074664012,892.888888888889,10
"{GOBE INGHETATA DIN TARNOVITA VANILIE 750ML} => {GOBE INGHETATA DIN TARNOVITA CIOCOLATA 750ML}",0.000103700016592003,0.333333333333333,0.000311100049776008,784,10
"{GOBE INGHETATA DIN TARNOVITA CIOCOLATA 750ML} => {GOBE INGHETATA DIN TARNOVITA VANILIE 750ML}",0.000103700016592003,0.24390243902439,0.000425170068027211,784,10
"{NAPOLITANE GLAZURATE CU CIOCOLATA AMARA VITORLAS U&U 30G} => {NAPOLITANE GLAZURATE CU CIOCOLATA LAPTE VITORLAS U&U 30G}",0.000114070018251203,0.55,0.000207400033184005,1359.93846153846,11
"{NAPOLITANE GLAZURATE CU CIOCOLATA LAPTE VITORLAS U&U 30G} => {NAPOLITANE GLAZURATE CU CIOCOLATA AMARA VITORLAS U&U 30G}",0.000114070018251203,0.282051282051282,0.00040443006470881,1359.93846153846,11
"{KENT CORE SILVER 94 S} => {COCA COLA 2.5L PET}",0.000124440019910403,0.315789473684211,0.00039406006304961,36.7336677036379,12
"{BERE INDIA PALE ALE 6.5% ST.HORIZONT 330ML} => {BERE NEW ENGLAND IPA 6% ST.HORIZONT 330ML}",0.000134810021569603,0.65,0.000207400033184005,2321.51111111111,13
"{BERE NEW ENGLAND IPA 6% ST.HORIZONT 330ML} => {BERE INDIA PALE ALE 6.5% ST.HORIZONT 330ML}",0.000134810021569603,0.481481481481481,0.000279990044798407,2321.51111111111,13
"{ZUZU SMOOTHIE CU VISINESI ZMEURA&OVAZ 320G} => {DESERT POTTYOS GURU CU CIOCOLATA BELGIANA 38G}",0.000114070018251203,0.379310344827586,0.000300730048116808,70.0721363456203,11
"{BATOANE DE FRUCTE CU MERE-COACAZE NEGRE NATURE ADDICTS 35G} => {BATOANE DE FRUCTE CU MERE-ZMEURA NATURE ADDICTS 35G}",0.000103700016592003,0.434782608695652,0.000238510038161606,911.455576559546,10
"{BATOANE DE FRUCTE CU MERE-ZMEURA NATURE ADDICTS 35G} => {BATOANE DE FRUCTE CU MERE-COACAZE NEGRE NATURE ADDICTS 35G}",0.000103700016592003,0.217391304347826,0.000477020076323212,911.455576559546,10
"{CIOCOLATA AMARUIE CRACIUN STUHMER 90G} => {CIOCOLATA AMARUIE CU PORTOCALE CRACIUN STUHMER 90G}",0.000103700016592003,0.476190476190476,0.000217770034843206,2087.27272727273,10
"{CIOCOLATA AMARUIE CU PORTOCALE CRACIUN STUHMER 90G} => {CIOCOLATA AMARUIE CRACIUN STUHMER 90G}",0.000103700016592003,0.454545454545455,0.000228140036502406,2087.27272727273,10
"{BATON DIN OVAZ CU CAISE MA BAKER 90G} => {BATON DIN OVAZ CU AFINE MA BAKER 90G}",0.000103700016592003,0.384615384615385,0.000269620043139207,741.784615384615,10
"{BATON DIN OVAZ CU AFINE MA BAKER 90G} => {BATON DIN OVAZ CU CAISE MA BAKER 90G}",0.000103700016592003,0.2,0.000518500082960013,741.784615384615,10
"{BERE CIUCAS BRASOV 500ML STICLA} => {STICLA BERE 500ML DISTRIB/PRO SOFT}",0.000362950058072009,0.507246376811594,0.000715530114484818,776.425120772947,35
"{STICLA BERE 500ML DISTRIB/PRO SOFT} => {BERE CIUCAS BRASOV 500ML STICLA}",0.000362950058072009,0.555555555555556,0.000653310104529617,776.425120772947,35
"{BATON CEREALE FITNESS DELICE CIOCOLATA&ALUNE 22.5G} => {BATON CEREALE FITNESS NESTLE 23.5G}",0.000103700016592003,0.454545454545455,0.000228140036502406,1623.43434343434,10
"{BATON CEREALE FITNESS NESTLE 23.5G} => {BATON CEREALE FITNESS DELICE CIOCOLATA&ALUNE 22.5G}",0.000103700016592003,0.37037037037037,0.000279990044798407,1623.43434343434,10
"{FULGI DE OVAZ CU COACAZE ROSII SI NEGRE HESTERS LIFE 60G} => {FULGI DE OVAZ CU ZMEURA HESTERS LIFE 60G}",0.000103700016592003,0.625,0.000165920026547204,2739.54545454545,10
"{FULGI DE OVAZ CU ZMEURA HESTERS LIFE 60G} => {FULGI DE OVAZ CU COACAZE ROSII SI NEGRE HESTERS LIFE 60G}",0.000103700016592003,0.454545454545455,0.000228140036502406,2739.54545454545,10
"{MIX DE SUC DE FRUCTE CU BERE FARA ALCOOL ZMEURA&COACAZE FRESH 330ML} => {MIX DE SUC DE FRUCTE CU BERE FARA ALCOOL MAR&PERE FRESH 330ML}",0.000124440019910403,0.461538461538462,0.000269620043139207,1648.41025641026,12
"{MIX DE SUC DE FRUCTE CU BERE FARA ALCOOL MAR&PERE FRESH 330ML} => {MIX DE SUC DE FRUCTE CU BERE FARA ALCOOL ZMEURA&COACAZE FRESH 330ML}",0.000124440019910403,0.444444444444444,0.000279990044798407,1648.41025641026,12
"{DRESSING EZERSZIGET LUCULLUS 12G} => {DRESSING CEZAR LUCULLUS 12G}",0.000145180023228804,0.736842105263158,0.000197030031524805,3739.74515235457,14
"{DRESSING CEZAR LUCULLUS 12G} => {DRESSING EZERSZIGET LUCULLUS 12G}",0.000145180023228804,0.736842105263158,0.000197030031524805,3739.74515235457,14
"{BAUT.RAC.CU GUST DE VISINE AMIGO 200ML} => {BAUT.RAC.CU GUST DE AFINE AMIGO 200ML}",0.000124440019910403,0.4,0.000311100049776008,876.654545454546,12
"{BAUT.RAC.CU GUST DE AFINE AMIGO 200ML} => {BAUT.RAC.CU GUST DE VISINE AMIGO 200ML}",0.000124440019910403,0.272727272727273,0.000456280073004812,876.654545454545,12
"{BAUT.RAC.CU GUST DE VISINE AMIGO 200ML} => {BAUT.RAC.CU GUST DE CAPSUNI AMIGO 200ML}",0.000114070018251203,0.366666666666667,0.000311100049776008,599.294915254237,11
"{BAUT.RAC.CU GUST DE CAPSUNI AMIGO 200ML} => {BAUT.RAC.CU GUST DE VISINE AMIGO 200ML}",0.000114070018251203,0.186440677966102,0.000611830097892816,599.294915254237,11
"{BAUT.RAC.CU GUST DE VISINE AMIGO 200ML} => {BAUT.RAC.CU GUST DE MULTIVITAMINE AMIGO 200ML}",0.000124440019910403,0.4,0.000311100049776008,535.733333333333,12
"{BAUT.RAC.CU GUST DE MULTIVITAMINE AMIGO 200ML} => {BAUT.RAC.CU GUST DE VISINE AMIGO 200ML}",0.000124440019910403,0.166666666666667,0.000746640119462419,535.733333333333,12
"{BERE GOSSER NATURZITRONE FARA ALCOOL 0% PEPENE VERDE&LAMAIE VERDE DOZA 500ML} => {BERE GOSSER NATURZITRONE FARA ALCOOL 0% ZMEURA&RUBARBA DOZA 500ML}",0.000103700016592003,0.434782608695652,0.000238510038161606,1048.17391304348,10
"{BERE GOSSER NATURZITRONE FARA ALCOOL 0% ZMEURA&RUBARBA DOZA 500ML} => {BERE GOSSER NATURZITRONE FARA ALCOOL 0% PEPENE VERDE&LAMAIE VERDE DOZA 500ML}",0.000103700016592003,0.25,0.000414800066368011,1048.17391304348,10
"{CERBONA BATON CEREALE CU BANANE 20G} => {CERBONA BATON CEREALE CU FRUCTE ROSII 20G}",0.000124440019910403,0.375,0.000331840053094409,372.80412371134,12
"{CERBONA BATON CEREALE CU FRUCTE ROSII 20G} => {CERBONA BATON CEREALE CU BANANE 20G}",0.000124440019910403,0.123711340206186,0.00100589016094243,372.80412371134,12
"{CERBONA BATON CEREALE CU BANANE 20G} => {CERBONA BATON CEREALE CU CIOC.AMARA&ZMEURA 20G}",0.000145180023228804,0.4375,0.000331840053094409,417.712871287129,14
"{CERBONA BATON CEREALE CU CIOC.AMARA&ZMEURA 20G} => {CERBONA BATON CEREALE CU BANANE 20G}",0.000145180023228804,0.138613861386139,0.00104737016757923,417.712871287129,14
"{HIPP PIURE DE CAISE 4 LUNI ECO 190G} => {HIPP PIURE AFINE&MERE 4 LUNI ECO 190G}",0.000103700016592003,0.4,0.000259250041480007,940.8,10
"{HIPP PIURE AFINE&MERE 4 LUNI ECO 190G} => {HIPP PIURE DE CAISE 4 LUNI ECO 190G}",0.000103700016592003,0.24390243902439,0.000425170068027211,940.8,10
"{DR.OETKER VOPSEA PT.OUA VIOLET 10 OUA CARMIN 5ML} => {DR.OETKER VOPSEA PT.OUA GALBEN 10 OUA CARMIN 5ML}",0.000124440019910403,0.631578947368421,0.000197030031524805,3045.22105263158,12
"{DR.OETKER VOPSEA PT.OUA GALBEN 10 OUA CARMIN 5ML} => {DR.OETKER VOPSEA PT.OUA VIOLET 10 OUA CARMIN 5ML}",0.000124440019910403,0.6,0.000207400033184005,3045.22105263158,12
"{DR.OETKER VOPSEA PT.OUA VIOLET 10 OUA CARMIN 5ML} => {DR.OETKER VOPSEA PT.OUA VERDE 10 OUA CARMIN 5ML}",0.000145180023228804,0.736842105263158,0.000197030031524805,2220.47368421053,14
"{DR.OETKER VOPSEA PT.OUA VERDE 10 OUA CARMIN 5ML} => {DR.OETKER VOPSEA PT.OUA VIOLET 10 OUA CARMIN 5ML}",0.000145180023228804,0.4375,0.000331840053094409,2220.47368421053,14
"{DR.OETKER VOPSEA PT.OUA VIOLET 10 OUA CARMIN 5ML} => {DR.OETKER VOPSEA PT.OUA ROSU 10 OUA CARMIN 5ML}",0.000176290028206405,0.894736842105263,0.000197030031524805,1181.93511175198,17
"{DR.OETKER VOPSEA PT.OUA ROSU 10 OUA CARMIN 5ML} => {DR.OETKER VOPSEA PT.OUA VIOLET 10 OUA CARMIN 5ML}",0.000176290028206405,0.232876712328767,0.000757010121121619,1181.93511175198,17
"{GEL DE DUS BABA SENSITIVE 250ML} => {GEL DE DUS BABA FLOWER 250ML}",0.000124440019910403,0.5,0.000248880039820806,1722,12
"{GEL DE DUS BABA FLOWER 250ML} => {GEL DE DUS BABA SENSITIVE 250ML}",0.000124440019910403,0.428571428571429,0.000290360046457607,1722,12
"{VODKA STALINSKAYA 40% 200ML} => {PALL MALL EXTRA CUT BLACK}",0.000207400033184005,0.303030303030303,0.000684420109507218,13.9284166738886,20
"{BERE NOROC 3L PET} => {BAUTURA SPIRTOASA 20% AROMA AFINE AMIGO 500ML PET}",0.000165920026547204,0.242424242424242,0.000684420109507218,163.478703115067,16
"{BAUTURA SPIRTOASA 20% AROMA AFINE AMIGO 500ML PET} => {BERE NOROC 3L PET}",0.000165920026547204,0.111888111888112,0.00148291023726564,163.478703115067,16
"{ORBIT PASTILE PEPPERMINT 14G} => {BERE CIUCAS DOZA 500ML}",0.000197030031524805,0.387755102040816,0.000508130081300813,101.333333333333,19
"{ORBIT PASTILE PEPPERMINT 14G} => {STICKSURI DIN CARTOFI CU SARE CSIKI CSIPSZ 70G}",0.000114070018251203,0.224489795918367,0.000508130081300813,35.9004975124378,11
"{COND.LICHID PT.MARINAT TOMATO SI USTUROI MARCO POLO 90G} => {COND.LICHID PT.MARINAT CARNE LA GRATAR MARCO POLO 90G}",0.000134810021569603,0.590909090909091,0.000228140036502406,1424.56363636364,13
"{COND.LICHID PT.MARINAT CARNE LA GRATAR MARCO POLO 90G} => {COND.LICHID PT.MARINAT TOMATO SI USTUROI MARCO POLO 90G}",0.000134810021569603,0.325,0.000414800066368011,1424.56363636364,13
"{GOGOASA BERLINEZA CIOCOLATA MACROMEX 75G} => {FOIETAJ CU VISINE MACROMEX 120G}",0.000145180023228804,0.157303370786517,0.000922930147668824,108.350561797753,14
"{FOIETAJ CU VISINE MACROMEX 120G} => {GOGOASA BERLINEZA CIOCOLATA MACROMEX 75G}",0.000145180023228804,0.1,0.00145180023228804,108.350561797753,14
"{GOGOASA BERLINEZA CIOCOLATA MACROMEX 75G} => {RULOU BATOANE CACAO MACROMEX 70G}",0.000103700016592003,0.112359550561798,0.000922930147668824,50.6311036438097,10
"{GOGOASA BERLINEZA CIOCOLATA MACROMEX 75G} => {MELC CU NUCA MACROMEX 90G}",0.000155550024888004,0.168539325842697,0.000922930147668824,53.4624482554701,15
"{KITEKAT CONSERVA PUI 400G} => {APA DE MASA CARBOGAZOASA IZVORUL ASCUNS 2.5L}",0.000103700016592003,0.416666666666667,0.000248880039820806,114.147727272727,10
"{CIOCOLATA AERATA AMARUIE ROSHEN 80G} => {CIOCOLATA AERATA CU LAPTE ROSHEN 80G}",0.000103700016592003,0.344827586206897,0.000300730048116808,738.942528735632,10
"{CIOCOLATA AERATA CU LAPTE ROSHEN 80G} => {CIOCOLATA AERATA AMARUIE ROSHEN 80G}",0.000103700016592003,0.222222222222222,0.000466650074664012,738.942528735632,10
"{SPUMANT PT.COPII GUST DE STRUGURI SUSU 750ML} => {SPUMANT PT.COPII GUST DE PIERSICI SUSU 750ML}",0.000103700016592003,0.357142857142857,0.000290360046457607,1043.63636363636,10
"{SPUMANT PT.COPII GUST DE PIERSICI SUSU 750ML} => {SPUMANT PT.COPII GUST DE STRUGURI SUSU 750ML}",0.000103700016592003,0.303030303030303,0.000342210054753609,1043.63636363636,10
"{SPUMANT PT.COPII GUST DE STRUGURI SUSU 750ML} => {SPUMANT PT.COPII GUST DE ZMEURA SUSU 750ML}",0.000103700016592003,0.357142857142857,0.000290360046457607,1043.63636363636,10
"{SPUMANT PT.COPII GUST DE ZMEURA SUSU 750ML} => {SPUMANT PT.COPII GUST DE STRUGURI SUSU 750ML}",0.000103700016592003,0.303030303030303,0.000342210054753609,1043.63636363636,10
"{BAUTURA SPIRTOASA 21% AMIGO KEVERT 500ML PET} => {NESCAFE BRASERO 1.8G}",0.000114070018251203,0.114583333333333,0.000995520159283225,79.4928057553957,11
"{BAUTURA SPIRTOASA 21% AMIGO KEVERT 500ML PET} => {PUFULETI GUSTO 45G}",0.000186660029865605,0.1875,0.000995520159283225,15.8884007029877,18
"{COND.LICHID PT.MARINAT PUI MARCO POLO 90G} => {COND.LICHID PT.MARINAT CARNE LA GRATAR MARCO POLO 90G}",0.000103700016592003,0.384615384615385,0.000269620043139207,927.230769230769,10
"{COND.LICHID PT.MARINAT CARNE LA GRATAR MARCO POLO 90G} => {COND.LICHID PT.MARINAT PUI MARCO POLO 90G}",0.000103700016592003,0.25,0.000414800066368011,927.230769230769,10
"{ENIBAHAR ECOM 20G} => {CUISOARE MACINATE ECOM 20G}",0.000103700016592003,0.4,0.000259250041480007,1102.08,10
"{CUISOARE MACINATE ECOM 20G} => {ENIBAHAR ECOM 20G}",0.000103700016592003,0.285714285714286,0.000362950058072009,1102.08,10
"{IAURT CU CAPSUNI FRISS 125G} => {IAURT CU CAISE FRISS 125G}",0.000103700016592003,0.344827586206897,0.000300730048116808,811.034482758621,10
"{IAURT CU CAISE FRISS 125G} => {IAURT CU CAPSUNI FRISS 125G}",0.000103700016592003,0.24390243902439,0.000425170068027211,811.034482758621,10
"{AMESTEC PT.PAINE ALBA FARA GLUTEN GLUTENIX 500G} => {DROJDIE HAAS 7G}",0.000103700016592003,0.37037037037037,0.000279990044798407,420.183006535948,10
"{DROJDIE HAAS 7G} => {AMESTEC PT.PAINE ALBA FARA GLUTEN GLUTENIX 500G}",0.000103700016592003,0.117647058823529,0.000881450141032023,420.183006535948,10
"{BISCUITI MEI CU SEMINTE CHIA&ALUNE FRANK OLI 120G} => {BISCUITI MEI CU SEMINTE IN,SUSAN,SEMINTE FL. FRANK OLI 120G}",0.000114070018251203,0.407407407407407,0.000279990044798407,1455.07818930041,11
"{BISCUITI MEI CU SEMINTE IN,SUSAN,SEMINTE FL. FRANK OLI 120G} => {BISCUITI MEI CU SEMINTE CHIA&ALUNE FRANK OLI 120G}",0.000114070018251203,0.407407407407407,0.000279990044798407,1455.07818930041,11
"{DR.OETKER VOPSEA PT.OUA GALBEN 10 OUA CARMIN 5ML} => {DR.OETKER VOPSEA PT.OUA VERDE 10 OUA CARMIN 5ML}",0.000165920026547204,0.8,0.000207400033184005,2410.8,16
"{DR.OETKER VOPSEA PT.OUA VERDE 10 OUA CARMIN 5ML} => {DR.OETKER VOPSEA PT.OUA GALBEN 10 OUA CARMIN 5ML}",0.000165920026547204,0.5,0.000331840053094409,2410.8,16
"{DR.OETKER VOPSEA PT.OUA GALBEN 10 OUA CARMIN 5ML} => {DR.OETKER VOPSEA PT.OUA ROSU 10 OUA CARMIN 5ML}",0.000176290028206405,0.85,0.000207400033184005,1122.83835616438,17
"{DR.OETKER VOPSEA PT.OUA ROSU 10 OUA CARMIN 5ML} => {DR.OETKER VOPSEA PT.OUA GALBEN 10 OUA CARMIN 5ML}",0.000176290028206405,0.232876712328767,0.000757010121121619,1122.83835616438,17
"{HIPP PIURE MERE,BANANE CU BISCUITI 4 LUNI ECO 190G} => {HIPP PIURE DOVLECEI CU MERE DE LA 4 LUNI ECO 190G}",0.000103700016592003,0.357142857142857,0.000290360046457607,1110.96774193548,10
